file,line,kind,arg,cat
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",874,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",941,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1041,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1144,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1220,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1311,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1389,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1455,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1517,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1578,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1804,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1904,"LoadScene","HeroSlice_Main","测试"
"Assets/DragonBound/Tests/PlayMode/HeroSlicePlayModeTests.cs",1938,"LoadScene","HeroSlice_Main","测试"
"Assets/Scripts/Auth/Session/AuthSessionCoordinator.cs",109,"LoadScene","Login","运行时"
"Assets/Scripts/SceneLoader.cs",110,"LoadScene(变量)","sceneName","运行时"
